[2025-02-10T18:29:55.638+0400][0.002s][info][gc] Using G1
[2025-02-10T18:29:55.638+0400][0.002s][debug][gc] ConcGCThreads: 2 offset 12
[2025-02-10T18:29:55.638+0400][0.002s][debug][gc] ParallelGCThreads: 6
[2025-02-10T18:29:55.638+0400][0.002s][debug][gc] Initialize mark stack with 4096 chunks, maximum 524288
[2025-02-10T18:29:56.078+0400][0,442s][info ][gc] GC(0) Pause Young (Normal) (G1 Evacuation Pause) 103M->4M(2048M) 2,641ms
[2025-02-10T18:29:56.275+0400][0,639s][info ][gc] GC(1) Pause Young (Normal) (G1 Evacuation Pause) 112M->3M(2048M) 1,850ms
[2025-02-10T18:29:58.824+0400][3,188s][info ][gc] GC(2) Pause Young (Normal) (G1 Evacuation Pause) 1228M->6M(2048M) 4,092ms
[2025-02-10T18:30:00.930+0400][5,294s][info ][gc] GC(3) Pause Young (Normal) (G1 Evacuation Pause) 1229M->4M(2048M) 2,649ms
[2025-02-10T18:30:03.038+0400][7,402s][info ][gc] GC(4) Pause Young (Normal) (G1 Evacuation Pause) 1228M->3M(2048M) 2,344ms
[2025-02-10T18:30:05.145+0400][9,509s][info ][gc] GC(5) Pause Young (Normal) (G1 Evacuation Pause) 1228M->3M(2048M) 1,918ms
[2025-02-10T18:30:07.259+0400][11,623s][info ][gc] GC(6) Pause Young (Normal) (G1 Evacuation Pause) 1229M->5M(2048M) 4,129ms
[2025-02-10T18:30:09.361+0400][13,725s][info ][gc] GC(7) Pause Young (Normal) (G1 Evacuation Pause) 1228M->4M(2048M) 2,599ms
[2025-02-10T18:30:11.467+0400][15,831s][info ][gc] GC(8) Pause Young (Normal) (G1 Evacuation Pause) 1228M->3M(2048M) 2,460ms
[2025-02-10T18:30:13.576+0400][17,940s][info ][gc] GC(9) Pause Young (Normal) (G1 Evacuation Pause) 1228M->6M(2048M) 3,465ms
[2025-02-10T18:30:15.680+0400][20,044s][info ][gc] GC(10) Pause Young (Normal) (G1 Evacuation Pause) 1228M->5M(2048M) 2,545ms
[2025-02-10T18:30:17.783+0400][22,147s][info ][gc] GC(11) Pause Young (Normal) (G1 Evacuation Pause) 1228M->3M(2048M) 1,990ms
[2025-02-10T18:30:19.890+0400][24,254s][info ][gc] GC(12) Pause Young (Normal) (G1 Evacuation Pause) 1229M->5M(2048M) 3,762ms
[2025-02-10T18:30:21.995+0400][26,359s][info ][gc] GC(13) Pause Young (Normal) (G1 Evacuation Pause) 1228M->5M(2048M) 2,557ms
[2025-02-10T18:30:24.100+0400][28,464s][info ][gc] GC(14) Pause Young (Normal) (G1 Evacuation Pause) 1229M->3M(2048M) 2,482ms
[2025-02-10T18:30:26.207+0400][30,571s][info ][gc] GC(15) Pause Young (Normal) (G1 Evacuation Pause) 1228M->6M(2048M) 4,064ms
[2025-02-10T18:30:28.462+0400][32,826s][info ][gc] GC(16) Pause Young (Normal) (G1 Evacuation Pause) 1230M->5M(2048M) 2,649ms
[2025-02-10T18:30:30.718+0400][35,082s][info ][gc] GC(17) Pause Young (Normal) (G1 Evacuation Pause) 1230M->4M(2048M) 2,144ms
