[2025-02-10T20:33:55.401+0400][0.002s][info][gc] Using G1
[2025-02-10T20:33:55.401+0400][0.002s][debug][gc] ConcGCThreads: 2 offset 12
[2025-02-10T20:33:55.401+0400][0.002s][debug][gc] ParallelGCThreads: 6
[2025-02-10T20:33:55.402+0400][0.002s][debug][gc] Initialize mark stack with 4096 chunks, maximum 524288
[2025-02-10T20:33:55.808+0400][0,408s][info ][gc] GC(0) Pause Young (Normal) (G1 Evacuation Pause) 167M->4M(3328M) 3,059ms
[2025-02-10T20:33:55.958+0400][0,558s][info ][gc] GC(1) Pause Young (Normal) (G1 Evacuation Pause) 174M->5M(3328M) 2,670ms
[2025-02-10T20:33:58.292+0400][2,893s][info ][gc] GC(2) Pause Young (Normal) (G1 Evacuation Pause) 1995M->4M(3328M) 3,120ms
[2025-02-10T20:33:59.981+0400][4,581s][info ][gc] GC(3) Pause Young (Normal) (G1 Evacuation Pause) 1996M->3M(3328M) 2,250ms
[2025-02-10T20:34:01.671+0400][6,271s][info ][gc] GC(4) Pause Young (Normal) (G1 Evacuation Pause) 1995M->5M(3328M) 2,863ms
[2025-02-10T20:34:03.359+0400][7,959s][info ][gc] GC(5) Pause Young (Normal) (G1 Evacuation Pause) 1995M->3M(3328M) 2,121ms
[2025-02-10T20:34:05.045+0400][9,646s][info ][gc] GC(6) Pause Young (Normal) (G1 Evacuation Pause) 1995M->5M(3328M) 3,540ms
[2025-02-10T20:34:06.737+0400][11,338s][info ][gc] GC(7) Pause Young (Normal) (G1 Evacuation Pause) 1995M->4M(3328M) 2,454ms
[2025-02-10T20:34:08.427+0400][13,027s][info ][gc] GC(8) Pause Young (Normal) (G1 Evacuation Pause) 1996M->3M(3328M) 2,185ms
[2025-02-10T20:34:10.121+0400][14,722s][info ][gc] GC(9) Pause Young (Normal) (G1 Evacuation Pause) 1995M->5M(3328M) 3,004ms
[2025-02-10T20:34:11.809+0400][16,410s][info ][gc] GC(10) Pause Young (Normal) (G1 Evacuation Pause) 1995M->4M(3328M) 2,345ms
[2025-02-10T20:34:13.500+0400][18,100s][info ][gc] GC(11) Pause Young (Normal) (G1 Evacuation Pause) 1996M->6M(3328M) 3,465ms
[2025-02-10T20:34:15.183+0400][19,784s][info ][gc] GC(12) Pause Young (Normal) (G1 Evacuation Pause) 1996M->4M(3328M) 2,543ms
[2025-02-10T20:34:16.873+0400][21,473s][info ][gc] GC(13) Pause Young (Normal) (G1 Evacuation Pause) 1996M->3M(3328M) 1,928ms
