[2025-02-10T21:02:09.687+0400][0.002s][info][gc] Using G1
[2025-02-10T21:02:09.688+0400][0.002s][debug][gc] ConcGCThreads: 2 offset 12
[2025-02-10T21:02:09.688+0400][0.002s][debug][gc] ParallelGCThreads: 6
[2025-02-10T21:02:09.688+0400][0.002s][debug][gc] Initialize mark stack with 4096 chunks, maximum 524288
[2025-02-10T21:02:36.630+0400][26,944s][info ][gc] GC(40) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,949ms
[2025-02-10T21:02:37.337+0400][27,651s][info ][gc] GC(41) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,842ms
[2025-02-10T21:02:38.043+0400][28,357s][info ][gc] GC(42) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,913ms
[2025-02-10T21:02:38.749+0400][29,063s][info ][gc] GC(43) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,859ms
[2025-02-10T21:02:39.455+0400][29,769s][info ][gc] GC(44) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,012ms
[2025-02-10T21:02:40.161+0400][30,475s][info ][gc] GC(45) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,765ms
[2025-02-10T21:02:40.868+0400][31,182s][info ][gc] GC(46) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,021ms
[2025-02-10T21:02:41.575+0400][31,889s][info ][gc] GC(47) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,970ms
[2025-02-10T21:02:42.282+0400][32,596s][info ][gc] GC(48) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 1,500ms
[2025-02-10T21:02:42.987+0400][33,301s][info ][gc] GC(49) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,922ms
[2025-02-10T21:02:43.694+0400][34,008s][info ][gc] GC(50) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,950ms
[2025-02-10T21:02:44.401+0400][34,715s][info ][gc] GC(51) Pause Young (Normal) (G1 Evacuation Pause) 308M->2M(512M) 0,938ms
