[2025-02-10T17:26:55.615+0400][0.001s][info][gc] Using G1
[2025-02-10T17:26:55.615+0400][0.002s][debug][gc] ConcGCThreads: 2 offset 12
[2025-02-10T17:26:55.615+0400][0.002s][debug][gc] ParallelGCThreads: 6
[2025-02-10T17:26:55.615+0400][0.002s][debug][gc] Initialize mark stack with 4096 chunks, maximum 524288
[2025-02-10T17:27:25.074+0400][29,460s][info ][gc] GC(39) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,491ms
[2025-02-10T17:27:25.888+0400][30,275s][info ][gc] GC(40) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,984ms
[2025-02-10T17:27:26.704+0400][31,091s][info ][gc] GC(41) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,797ms
[2025-02-10T17:27:27.529+0400][31,916s][info ][gc] GC(42) Pause Young (Normal) (G1 Evacuation Pause) 770M->6M(1280M) 3,120ms
[2025-02-10T17:27:28.352+0400][32,739s][info ][gc] GC(43) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,344ms
[2025-02-10T17:27:29.184+0400][33,571s][info ][gc] GC(44) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,887ms
[2025-02-10T17:27:30.000+0400][34,387s][info ][gc] GC(45) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 2,160ms
[2025-02-10T17:27:30.816+0400][35,203s][info ][gc] GC(46) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 2,341ms
[2025-02-10T17:27:31.634+0400][36,021s][info ][gc] GC(47) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,700ms
[2025-02-10T17:27:32.451+0400][36,838s][info ][gc] GC(48) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 3,013ms
[2025-02-10T17:27:33.271+0400][37,658s][info ][gc] GC(49) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 3,093ms
[2025-02-10T17:27:34.090+0400][38,477s][info ][gc] GC(50) Pause Young (Normal) (G1 Evacuation Pause) 770M->6M(1280M) 2,979ms
[2025-02-10T17:27:34.903+0400][39,290s][info ][gc] GC(51) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,652ms
[2025-02-10T17:27:35.720+0400][40,106s][info ][gc] GC(52) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,519ms
[2025-02-10T17:27:36.536+0400][40,923s][info ][gc] GC(53) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 1,981ms
[2025-02-10T17:27:37.361+0400][41,748s][info ][gc] GC(54) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 2,508ms
[2025-02-10T17:27:38.180+0400][42,567s][info ][gc] GC(55) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,553ms
[2025-02-10T17:27:38.995+0400][43,381s][info ][gc] GC(56) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,771ms
[2025-02-10T17:27:39.813+0400][44,199s][info ][gc] GC(57) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,996ms
[2025-02-10T17:27:40.630+0400][45,017s][info ][gc] GC(58) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,367ms
[2025-02-10T17:27:41.450+0400][45,837s][info ][gc] GC(59) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,750ms
[2025-02-10T17:27:42.270+0400][46,656s][info ][gc] GC(60) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 2,225ms
[2025-02-10T17:27:43.086+0400][47,473s][info ][gc] GC(61) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 2,245ms
[2025-02-10T17:27:43.910+0400][48,297s][info ][gc] GC(62) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,450ms
[2025-02-10T17:27:44.729+0400][49,116s][info ][gc] GC(63) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,746ms
[2025-02-10T17:27:45.550+0400][49,936s][info ][gc] GC(64) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 3,041ms
[2025-02-10T17:27:46.367+0400][50,754s][info ][gc] GC(65) Pause Young (Normal) (G1 Evacuation Pause) 770M->6M(1280M) 3,183ms
[2025-02-10T17:27:47.180+0400][51,566s][info ][gc] GC(66) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,450ms
[2025-02-10T17:27:47.994+0400][52,381s][info ][gc] GC(67) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,734ms
[2025-02-10T17:27:48.817+0400][53,204s][info ][gc] GC(68) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 1,915ms
[2025-02-10T17:27:49.639+0400][54,026s][info ][gc] GC(69) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 2,248ms
[2025-02-10T17:27:50.457+0400][54,844s][info ][gc] GC(70) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,844ms
[2025-02-10T17:27:51.273+0400][55,660s][info ][gc] GC(71) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,784ms
[2025-02-10T17:27:52.090+0400][56,476s][info ][gc] GC(72) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,697ms
[2025-02-10T17:27:52.904+0400][57,291s][info ][gc] GC(73) Pause Young (Normal) (G1 Evacuation Pause) 770M->6M(1280M) 3,136ms
[2025-02-10T17:27:53.719+0400][58,105s][info ][gc] GC(74) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,467ms
[2025-02-10T17:27:54.536+0400][58,923s][info ][gc] GC(75) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,654ms
[2025-02-10T17:27:55.359+0400][59,746s][info ][gc] GC(76) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 2,109ms
