[2025-02-10T21:40:00.476+0400][0.002s][info][gc] Using G1
[2025-02-10T21:40:00.477+0400][0.002s][debug][gc] ConcGCThreads: 2 offset 12
[2025-02-10T21:40:00.477+0400][0.002s][debug][gc] ParallelGCThreads: 6
[2025-02-10T21:40:00.477+0400][0.002s][debug][gc] Initialize mark stack with 4096 chunks, maximum 524288
[2025-02-10T21:40:00.704+0400][0,230s][info ][gc] GC(0) Pause Young (Normal) (G1 Evacuation Pause) 22M->2M(256M) 1,812ms
[2025-02-10T21:40:00.794+0400][0,320s][info ][gc] GC(1) Pause Young (Normal) (G1 Evacuation Pause) 33M->2M(256M) 1,566ms
[2025-02-10T21:40:01.238+0400][0,764s][info ][gc] GC(2) Pause Young (Normal) (G1 Evacuation Pause) 153M->2M(256M) 1,704ms
[2025-02-10T21:40:01.636+0400][1,161s][info ][gc] GC(3) Pause Young (Normal) (G1 Evacuation Pause) 153M->2M(256M) 1,363ms
[2025-02-10T21:40:02.032+0400][1,557s][info ][gc] GC(4) Pause Young (Normal) (G1 Evacuation Pause) 153M->2M(256M) 1,530ms
[2025-02-10T21:40:02.426+0400][1,952s][info ][gc] GC(5) Pause Young (Normal) (G1 Evacuation Pause) 153M->2M(256M) 1,586ms
[2025-02-10T21:40:02.820+0400][2,345s][info ][gc] GC(6) Pause Young (Normal) (G1 Evacuation Pause) 153M->2M(256M) 1,656ms
[2025-02-10T21:40:03.212+0400][2,738s][info ][gc] GC(7) Pause Young (Normal) (G1 Evacuation Pause) 153M->2M(256M) 1,404ms
[2025-02-10T21:40:03.605+0400][3,131s][info ][gc] GC(8) Pause Young (Normal) (G1 Evacuation Pause) 153M->2M(256M) 1,390ms
[2025-02-10T21:40:04.005+0400][3,530s][info ][gc] GC(9) Pause Young (Normal) (G1 Evacuation Pause) 153M->2M(256M) 1,468ms
[2025-02-10T21:40:04.407+0400][3,932s][info ][gc] GC(10) Pause Young (Normal) (G1 Evacuation Pause) 153M->2M(256M) 1,573ms
[2025-02-10T21:40:04.799+0400][4,324s][info ][gc] GC(11) Pause Young (Normal) (G1 Evacuation Pause) 153M->2M(256M) 1,465ms
[2025-02-10T21:40:05.190+0400][4,715s][info ][gc] GC(12) Pause Young (Normal) (G1 Evacuation Pause) 153M->2M(256M) 1,316ms
[2025-02-10T21:40:05.581+0400][5,106s][info ][gc] GC(13) Pause Young (Normal) (G1 Evacuation Pause) 153M->2M(256M) 1,420ms
[2025-02-10T21:40:05.974+0400][5,499s][info ][gc] GC(14) Pause Young (Normal) (G1 Evacuation Pause) 153M->2M(256M) 1,589ms
[2025-02-10T21:40:06.365+0400][5,891s][info ][gc] GC(15) Pause Young (Normal) (G1 Evacuation Pause) 153M->3M(256M) 1,389ms
[2025-02-10T21:40:06.794+0400][6,320s][info ][gc] GC(16) Pause Young (Normal) (G1 Evacuation Pause) 155M->2M(256M) 1,317ms
[2025-02-10T21:40:07.222+0400][6,747s][info ][gc] GC(17) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,959ms
[2025-02-10T21:40:07.651+0400][7,176s][info ][gc] GC(18) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 1,214ms
[2025-02-10T21:40:08.080+0400][7,605s][info ][gc] GC(19) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,853ms
[2025-02-10T21:40:08.508+0400][8,034s][info ][gc] GC(20) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,911ms
[2025-02-10T21:40:08.937+0400][8,462s][info ][gc] GC(21) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,936ms
[2025-02-10T21:40:09.366+0400][8,891s][info ][gc] GC(22) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 1,298ms
[2025-02-10T21:40:09.794+0400][9,319s][info ][gc] GC(23) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,871ms
[2025-02-10T21:40:10.222+0400][9,747s][info ][gc] GC(24) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,724ms
[2025-02-10T21:40:10.650+0400][10,175s][info ][gc] GC(25) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,842ms
[2025-02-10T21:40:11.078+0400][10,603s][info ][gc] GC(26) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,797ms
[2025-02-10T21:40:11.506+0400][11,031s][info ][gc] GC(27) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,842ms
[2025-02-10T21:40:11.933+0400][11,459s][info ][gc] GC(28) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 1,215ms
[2025-02-10T21:40:12.361+0400][11,887s][info ][gc] GC(29) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,965ms
[2025-02-10T21:40:12.789+0400][12,314s][info ][gc] GC(30) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,904ms
[2025-02-10T21:40:13.217+0400][12,742s][info ][gc] GC(31) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,705ms
[2025-02-10T21:40:13.647+0400][13,172s][info ][gc] GC(32) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 1,229ms
[2025-02-10T21:40:14.075+0400][13,600s][info ][gc] GC(33) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,844ms
[2025-02-10T21:40:14.503+0400][14,029s][info ][gc] GC(34) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,878ms
[2025-02-10T21:40:14.931+0400][14,456s][info ][gc] GC(35) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,746ms
[2025-02-10T21:40:15.359+0400][14,885s][info ][gc] GC(36) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,798ms
[2025-02-10T21:40:15.788+0400][15,313s][info ][gc] GC(37) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 1,203ms
[2025-02-10T21:40:16.216+0400][15,741s][info ][gc] GC(38) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,787ms
[2025-02-10T21:40:16.644+0400][16,169s][info ][gc] GC(39) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 1,223ms
[2025-02-10T21:40:17.072+0400][16,597s][info ][gc] GC(40) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,911ms
[2025-02-10T21:40:17.500+0400][17,025s][info ][gc] GC(41) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,754ms
[2025-02-10T21:40:17.928+0400][17,453s][info ][gc] GC(42) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,698ms
[2025-02-10T21:40:18.357+0400][17,883s][info ][gc] GC(43) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 1,064ms
[2025-02-10T21:40:18.785+0400][18,311s][info ][gc] GC(44) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,790ms
[2025-02-10T21:40:19.214+0400][18,739s][info ][gc] GC(45) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,622ms
[2025-02-10T21:40:19.642+0400][19,167s][info ][gc] GC(46) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,812ms
[2025-02-10T21:40:20.070+0400][19,595s][info ][gc] GC(47) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,863ms
[2025-02-10T21:40:20.498+0400][20,023s][info ][gc] GC(48) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,983ms
[2025-02-10T21:40:20.926+0400][20,451s][info ][gc] GC(49) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,880ms
[2025-02-10T21:40:21.354+0400][20,879s][info ][gc] GC(50) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,854ms
[2025-02-10T21:40:21.782+0400][21,307s][info ][gc] GC(51) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,889ms
[2025-02-10T21:40:22.212+0400][21,737s][info ][gc] GC(52) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,887ms
[2025-02-10T21:40:22.640+0400][22,165s][info ][gc] GC(53) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,790ms
[2025-02-10T21:40:23.068+0400][22,593s][info ][gc] GC(54) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,785ms
[2025-02-10T21:40:23.497+0400][23,022s][info ][gc] GC(55) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,620ms
[2025-02-10T21:40:23.924+0400][23,450s][info ][gc] GC(56) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,982ms
[2025-02-10T21:40:24.353+0400][23,878s][info ][gc] GC(57) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 1,296ms
[2025-02-10T21:40:24.781+0400][24,306s][info ][gc] GC(58) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,669ms
[2025-02-10T21:40:25.209+0400][24,734s][info ][gc] GC(59) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,712ms
[2025-02-10T21:40:25.636+0400][25,162s][info ][gc] GC(60) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,778ms
[2025-02-10T21:40:26.064+0400][25,590s][info ][gc] GC(61) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 0,920ms
[2025-02-10T21:40:26.493+0400][26,019s][info ][gc] GC(62) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 1,314ms
